"cluster_id","disk_usage(MB)","timestamp"
"1076","1710","2012-06-01 04:03:38 PST"
"1077","4826","2012-06-01 04:03:38 PST"
"1078","12683","2012-06-01 04:03:38 PST"
"1079","7455","2012-06-01 04:03:38 PST"
"1080","7487","2012-06-01 04:03:38 PST"
"1081","4426","2012-06-01 04:03:38 PST"
"1082","1208","2012-06-01 04:03:38 PST"
"1083","5093","2012-06-01 04:03:38 PST"
"1084","2285","2012-06-01 04:03:38 PST"
"1085","11213","2012-06-01 04:03:38 PST"
"1086","14569","2012-06-01 04:03:38 PST"
"1087","2496","2012-06-01 04:03:38 PST"
"1088","2824","2012-06-01 04:03:38 PST"
"1089","3939","2012-06-01 04:03:38 PST"
"1090","4142","2012-06-01 04:03:38 PST"
"1091","4821","2012-06-01 04:03:38 PST"
"1092","4979","2012-06-01 04:03:38 PST"
"1093","7132","2012-06-01 04:03:38 PST"
"1094","13535","2012-06-01 04:03:38 PST"
"1095","8884","2012-06-01 04:03:38 PST"
"1096","12970","2012-06-01 04:03:38 PST"
"1097","2529","2012-06-01 04:03:38 PST"
"1098","3788","2012-06-01 04:03:38 PST"
"1099","12722","2012-06-01 04:03:38 PST"
"1100","14408","2012-06-01 04:03:38 PST"
"1101","2076","2012-06-01 04:03:38 PST"
"1102","5103","2012-06-01 04:03:38 PST"
"1103","9471","2012-06-01 04:03:38 PST"
"1104","11024","2012-06-01 04:03:38 PST"
"1105","14495","2012-06-01 04:03:38 PST"
"1106","5098","2012-06-01 04:03:38 PST"
"1107","13547","2012-06-01 04:03:38 PST"
"1108","10187","2012-06-01 04:03:38 PST"
"1109","4006","2012-06-01 04:03:38 PST"
"1110","9617","2012-06-01 04:03:38 PST"
"1111","3446","2012-06-01 04:03:38 PST"
"1112","7059","2012-06-01 04:03:38 PST"
"1113","4013","2012-06-01 04:03:38 PST"
"1114","8536","2012-06-01 04:03:38 PST"
"1115","3258","2012-06-01 04:03:38 PST"
"1116","6360","2012-06-01 04:03:38 PST"
"1117","3455","2012-06-01 04:03:38 PST"
"1118","7653","2012-06-01 04:03:38 PST"
"1119","13972","2012-06-01 04:03:38 PST"
"1120","4871","2012-06-01 04:03:38 PST"
"1121","13046","2012-06-01 04:03:38 PST"
"1122","3017","2012-06-01 04:03:38 PST"
"1123","8268","2012-06-01 04:03:38 PST"
"1124","9996","2012-06-01 04:03:38 PST"
"1125","4841","2012-06-01 04:03:38 PST"
"1126","13688","2012-06-01 04:03:38 PST"
"1127","13688","2012-06-01 04:03:38 PST"
"1128","11457","2012-06-01 04:03:38 PST"
"1129","6903","2012-06-01 04:03:38 PST"
"1130","2861","2012-06-01 04:03:38 PST"
"1131","14538","2012-06-01 04:03:38 PST"
"1132","12105","2012-06-01 04:03:38 PST"
"1133","2586","2012-06-01 04:03:38 PST"
"1134","7265","2012-06-01 04:03:38 PST"
"1135","11752","2012-06-01 04:03:38 PST"
"1136","15138","2012-06-01 04:03:38 PST"
"1137","9054","2012-06-01 04:03:38 PST"
"1138","10156","2012-06-01 04:03:38 PST"
"1139","14330","2012-06-01 04:03:38 PST"
"1140","3512","2012-06-01 04:03:38 PST"
"1141","12197","2012-06-01 04:03:38 PST"
"1142","4008","2012-06-01 04:03:38 PST"
"1143","4054","2012-06-01 04:03:38 PST"
"1144","1067","2012-06-01 04:03:38 PST"
"1145","12756","2012-06-01 04:03:38 PST"
"1146","5527","2012-06-01 04:03:38 PST"
"1147","1935","2012-06-01 04:03:38 PST"
"1148","13764","2012-06-01 04:03:38 PST"
"1149","11708","2012-06-01 04:03:38 PST"
"1150","7935","2012-06-01 04:03:38 PST"
"1151","8441","2012-06-01 04:03:38 PST"
"1152","13890","2012-06-01 04:03:38 PST"
"1153","12809","2012-06-01 04:03:38 PST"
"1154","13749","2012-06-01 04:03:38 PST"
"1155","15241","2012-06-01 04:03:38 PST"
"1156","3082","2012-06-01 04:03:38 PST"
"1157","10715","2012-06-01 04:03:38 PST"
"1158","9646","2012-06-01 04:03:38 PST"
"1159","15060","2012-06-01 04:03:38 PST"
"1160","12605","2012-06-01 04:03:38 PST"
"1161","9214","2012-06-01 04:03:38 PST"
"1162","14370","2012-06-01 04:03:38 PST"
"1163","12555","2012-06-01 04:03:38 PST"
"1164","15100","2012-06-01 04:03:38 PST"
"1165","15182","2012-06-01 04:03:38 PST"
"1166","11670","2012-06-01 04:03:38 PST"
"1167","2232","2012-06-01 04:03:38 PST"
"1168","3329","2012-06-01 04:03:38 PST"
"1169","10461","2012-06-01 04:03:38 PST"
"1170","5517","2012-06-01 04:03:38 PST"
"1171","14480","2012-06-01 04:03:38 PST"
"1172","2864","2012-06-01 04:03:38 PST"
"1173","9707","2012-06-01 04:03:38 PST"
"1174","9051","2012-06-01 04:03:38 PST"
"1175","12066","2012-06-01 04:03:38 PST"
"1176","3657","2012-06-01 04:03:38 PST"
"1177","4054","2012-06-01 04:03:38 PST"
"1178","4366","2012-06-01 04:03:38 PST"
"1179","14745","2012-06-01 04:03:38 PST"
"1180","8864","2012-06-01 04:03:38 PST"
"1181","4691","2012-06-01 04:03:38 PST"
"1182","3000","2012-06-01 04:03:38 PST"
"1183","9454","2012-06-01 04:03:38 PST"
"1184","8932","2012-06-01 04:03:38 PST"
"1185","6415","2012-06-01 04:03:38 PST"
"1186","5513","2012-06-01 04:03:38 PST"
"1187","5095","2012-06-01 04:03:38 PST"
"1188","5180","2012-06-01 04:03:38 PST"
"1189","2604","2012-06-01 04:03:38 PST"
"1190","10646","2012-06-01 04:03:38 PST"
"1191","9280","2012-06-01 04:03:38 PST"
"1192","8127","2012-06-01 04:03:38 PST"
"1193","6913","2012-06-01 04:03:38 PST"
"1194","5097","2012-06-01 04:03:38 PST"
"1195","1311","2012-06-01 04:03:38 PST"
"1196","13551","2012-06-01 04:03:38 PST"
"1197","10768","2012-06-01 04:03:38 PST"
"1198","5289","2012-06-01 04:03:38 PST"
"1199","12124","2012-06-01 04:03:38 PST"
"1200","14054","2012-06-01 04:03:38 PST"
"1201","12136","2012-06-01 04:03:38 PST"
"1202","11192","2012-06-01 04:03:38 PST"
"1203","7025","2012-06-01 04:03:38 PST"
"1204","11069","2012-06-01 04:03:38 PST"
"1205","5020","2012-06-01 04:03:38 PST"
"1206","12315","2012-06-01 04:03:38 PST"
"1207","6642","2012-06-01 04:03:38 PST"
"1208","14218","2012-06-01 04:03:38 PST"
"1209","11772","2012-06-01 04:03:38 PST"
"1210","3868","2012-06-01 04:03:38 PST"
"1211","14820","2012-06-01 04:03:38 PST"
"1212","1074","2012-06-01 04:03:38 PST"
"1213","5671","2012-06-01 04:03:38 PST"
"1214","12767","2012-06-01 04:03:38 PST"
"1215","9315","2012-06-01 04:03:38 PST"
"1216","5034","2012-06-01 04:03:38 PST"
"1217","3573","2012-06-01 04:03:38 PST"
"1218","12251","2012-06-01 04:03:38 PST"
"1219","12886","2012-06-01 04:03:38 PST"
"1220","9949","2012-06-01 04:03:38 PST"
"1221","1853","2012-06-01 04:03:38 PST"
"1222","13853","2012-06-01 04:03:38 PST"
"1223","4765","2012-06-01 04:03:38 PST"
"1224","7026","2012-06-01 04:03:38 PST"
"1225","9640","2012-06-01 04:03:38 PST"
"1226","5844","2012-06-01 04:03:38 PST"
"1227","9883","2012-06-01 04:03:38 PST"
"1228","11213","2012-06-01 04:03:38 PST"
"1229","4878","2012-06-01 04:03:38 PST"
"1230","12988","2012-06-01 04:03:38 PST"
"1231","9119","2012-06-01 04:03:38 PST"
"1232","2819","2012-06-01 04:03:38 PST"
"1233","2149","2012-06-01 04:03:38 PST"
"1234","14791","2012-06-01 04:03:38 PST"
"1235","8115","2012-06-01 04:03:38 PST"
"1236","2358","2012-06-01 04:03:38 PST"
"1237","15308","2012-06-01 04:03:38 PST"
"1238","10998","2012-06-01 04:03:38 PST"
"1239","1535","2012-06-01 04:03:38 PST"
"1240","13813","2012-06-01 04:03:38 PST"
"1241","5266","2012-06-01 04:03:38 PST"
"1242","3811","2012-06-01 04:03:38 PST"
"1243","11984","2012-06-01 04:03:38 PST"
"1244","9935","2012-06-01 04:03:38 PST"
"1245","2227","2012-06-01 04:03:38 PST"
"1246","13132","2012-06-01 04:03:38 PST"
"1247","10571","2012-06-01 04:03:38 PST"
"1248","11003","2012-06-01 04:03:38 PST"
"1249","6438","2012-06-01 04:03:38 PST"
"1250","12891","2012-06-01 04:03:38 PST"
"1251","8250","2012-06-01 04:03:38 PST"
"1252","4626","2012-06-01 04:03:38 PST"
"1253","2713","2012-06-01 04:03:38 PST"
"1254","4267","2012-06-01 04:03:38 PST"
"1255","6930","2012-06-01 04:03:38 PST"
"1256","14076","2012-06-01 04:03:38 PST"
"1257","8468","2012-06-01 04:03:38 PST"
"1258","9273","2012-06-01 04:03:38 PST"
"1259","4046","2012-06-01 04:03:38 PST"
"1260","9690","2012-06-01 04:03:38 PST"
"1261","12553","2012-06-01 04:03:38 PST"
"1262","11497","2012-06-01 04:03:38 PST"
"1263","5214","2012-06-01 04:03:38 PST"
"1264","14553","2012-06-01 04:03:38 PST"
"1265","6388","2012-06-01 04:03:38 PST"
"1266","9471","2012-06-01 04:03:38 PST"
"1267","7063","2012-06-01 04:03:38 PST"
"1268","13764","2012-06-01 04:03:38 PST"
"1269","2366","2012-06-01 04:03:38 PST"
"1270","2073","2012-06-01 04:03:38 PST"
"1271","4823","2012-06-01 04:03:38 PST"
"1272","8314","2012-06-01 04:03:38 PST"
"1273","11566","2012-06-01 04:03:38 PST"
"1274","9140","2012-06-01 04:03:38 PST"
"1275","11584","2012-06-01 04:03:38 PST"
"1276","1899","2012-06-01 04:03:38 PST"
"1277","11644","2012-06-01 04:03:38 PST"
"1278","1343","2012-06-01 04:03:38 PST"
"1279","14032","2012-06-01 04:03:38 PST"
"1280","8985","2012-06-01 04:03:38 PST"
"1281","14540","2012-06-01 04:03:38 PST"
"1282","3331","2012-06-01 04:03:38 PST"
"1283","7158","2012-06-01 04:03:38 PST"
"1284","5450","2012-06-01 04:03:38 PST"
"1285","5396","2012-06-01 04:03:38 PST"
"1286","14573","2012-06-01 04:03:38 PST"
"1287","2204","2012-06-01 04:03:38 PST"
"1288","7594","2012-06-01 04:03:38 PST"
"1289","12154","2012-06-01 04:03:38 PST"
"1290","13837","2012-06-01 04:03:38 PST"
"1291","13692","2012-06-01 04:03:38 PST"
"1292","5014","2012-06-01 04:03:38 PST"
"1293","8520","2012-06-01 04:03:38 PST"
"1294","12296","2012-06-01 04:03:38 PST"
"1295","8096","2012-06-01 04:03:38 PST"
"1296","8367","2012-06-01 04:03:38 PST"
"1297","11622","2012-06-01 04:03:38 PST"
"1298","12845","2012-06-01 04:03:38 PST"
"1299","12240","2012-06-01 04:03:38 PST"
"1300","8642","2012-06-01 04:03:38 PST"
"1301","2382","2012-06-01 04:03:38 PST"
"1302","6495","2012-06-01 04:03:38 PST"
"1303","12470","2012-06-01 04:03:38 PST"
"1304","6328","2012-06-01 04:03:38 PST"
"1305","4909","2012-06-01 04:03:38 PST"
"1306","3686","2012-06-01 04:03:38 PST"
"1307","2643","2012-06-01 04:03:38 PST"
"1308","4899","2012-06-01 04:03:38 PST"
"1309","8770","2012-06-01 04:03:38 PST"
"1310","11367","2012-06-01 04:03:38 PST"
"1311","6365","2012-06-01 04:03:38 PST"
"1312","12706","2012-06-01 04:03:38 PST"
"1313","3662","2012-06-01 04:03:38 PST"
"1314","5317","2012-06-01 04:03:38 PST"
"1315","11189","2012-06-01 04:03:38 PST"
"1316","3064","2012-06-01 04:03:38 PST"
"1317","6700","2012-06-01 04:03:38 PST"
"1318","13293","2012-06-01 04:03:38 PST"
"1319","6667","2012-06-01 04:03:38 PST"
"1320","4802","2012-06-01 04:03:38 PST"
"1321","7712","2012-06-01 04:03:38 PST"
"1322","10768","2012-06-01 04:03:38 PST"
"1323","15181","2012-06-01 04:03:38 PST"
"1324","11337","2012-06-01 04:03:38 PST"
"1325","3299","2012-06-01 04:03:38 PST"
"1326","1846","2012-06-01 04:03:38 PST"
"1327","5462","2012-06-01 04:03:38 PST"
"1328","2459","2012-06-01 04:03:38 PST"
"1329","6979","2012-06-01 04:03:38 PST"
"1330","12808","2012-06-01 04:03:38 PST"
"1331","6593","2012-06-01 04:03:38 PST"
"1332","14117","2012-06-01 04:03:38 PST"
"1333","5525","2012-06-01 04:03:38 PST"
"1334","8345","2012-06-01 04:03:38 PST"
"1335","6585","2012-06-01 04:03:38 PST"
"1336","15319","2012-06-01 04:03:38 PST"
"1337","7543","2012-06-01 04:03:38 PST"
"1338","1191","2012-06-01 04:03:38 PST"
"1339","5427","2012-06-01 04:03:38 PST"
"1340","8831","2012-06-01 04:03:38 PST"
"1341","7001","2012-06-01 04:03:38 PST"
"1342","9143","2012-06-01 04:03:38 PST"
"1343","8393","2012-06-01 04:03:38 PST"
"1344","14093","2012-06-01 04:03:38 PST"
"1345","8118","2012-06-01 04:03:38 PST"
"1346","9555","2012-06-01 04:03:38 PST"
"1347","12075","2012-06-01 04:03:38 PST"
"1348","12296","2012-06-01 04:03:38 PST"
"1349","12661","2012-06-01 04:03:38 PST"
"1350","10938","2012-06-01 04:03:38 PST"
"1351","5802","2012-06-01 04:03:38 PST"
"1352","6521","2012-06-01 04:03:38 PST"
"1353","11404","2012-06-01 04:03:38 PST"
"1354","12569","2012-06-01 04:03:38 PST"
"1355","6281","2012-06-01 04:03:38 PST"
"1356","10352","2012-06-01 04:03:38 PST"
"1357","1688","2012-06-01 04:03:38 PST"
"1358","10065","2012-06-01 04:03:38 PST"
"1359","6043","2012-06-01 04:03:38 PST"
"1360","6967","2012-06-01 04:03:38 PST"
"1361","1458","2012-06-01 04:03:38 PST"
"1362","7332","2012-06-01 04:03:38 PST"
"1363","1646","2012-06-01 04:03:38 PST"
"1364","10637","2012-06-01 04:03:38 PST"
"1365","11373","2012-06-01 04:03:38 PST"
"1366","14066","2012-06-01 04:03:38 PST"
"1367","7475","2012-06-01 04:03:38 PST"
"1368","3311","2012-06-01 04:03:38 PST"
"1369","8823","2012-06-01 04:03:38 PST"
"1370","12603","2012-06-01 04:03:38 PST"
"1371","7096","2012-06-01 04:03:38 PST"
"1372","10885","2012-06-01 04:03:38 PST"
"1373","5171","2012-06-01 04:03:38 PST"
"1374","14688","2012-06-01 04:03:38 PST"
"1375","14076","2012-06-01 04:03:38 PST"
"1376","4240","2012-06-01 04:03:38 PST"
"1377","13460","2012-06-01 04:03:38 PST"
"1378","13791","2012-06-01 04:03:38 PST"
"1379","3041","2012-06-01 04:03:38 PST"
"1380","13611","2012-06-01 04:03:38 PST"
"1381","8296","2012-06-01 04:03:38 PST"
"1382","6134","2012-06-01 04:03:38 PST"
"1383","9328","2012-06-01 04:03:38 PST"
"1384","15346","2012-06-01 04:03:38 PST"
"1385","8490","2012-06-01 04:03:38 PST"
"1386","10396","2012-06-01 04:03:38 PST"
"1387","13191","2012-06-01 04:03:38 PST"
"1388","13589","2012-06-01 04:03:38 PST"
"1389","10269","2012-06-01 04:03:38 PST"
"1390","5946","2012-06-01 04:03:38 PST"
"1391","11639","2012-06-01 04:03:38 PST"
"1392","11448","2012-06-01 04:03:38 PST"
"1393","9100","2012-06-01 04:03:38 PST"
"1394","4746","2012-06-01 04:03:38 PST"
"1395","2747","2012-06-01 04:03:38 PST"
"1396","1771","2012-06-01 04:03:38 PST"
"1397","8162","2012-06-01 04:03:38 PST"
"1398","15191","2012-06-01 04:03:38 PST"
"1399","10135","2012-06-01 04:03:38 PST"
"1400","12357","2012-06-01 04:03:38 PST"
"1401","4490","2012-06-01 04:03:38 PST"
"1402","12101","2012-06-01 04:03:38 PST"
"1403","13892","2012-06-01 04:03:38 PST"
"1404","5933","2012-06-01 04:03:38 PST"
"1405","6858","2012-06-01 04:03:38 PST"
"1406","8169","2012-06-01 04:03:38 PST"
"1407","4658","2012-06-01 04:03:38 PST"
"1408","4733","2012-06-01 04:03:38 PST"
"1409","2423","2012-06-01 04:03:38 PST"
"1410","10675","2012-06-01 04:03:38 PST"
"1411","2350","2012-06-01 04:03:38 PST"
"1412","12136","2012-06-01 04:03:38 PST"
"1413","6105","2012-06-01 04:03:38 PST"
"1414","7042","2012-06-01 04:03:38 PST"
"1415","9576","2012-06-01 04:03:38 PST"
"1416","8138","2012-06-01 04:03:38 PST"
"1417","2043","2012-06-01 04:03:38 PST"
"1418","6408","2012-06-01 04:03:38 PST"
"1419","3856","2012-06-01 04:03:38 PST"
"1420","14217","2012-06-01 04:03:38 PST"
"1421","6725","2012-06-01 04:03:38 PST"
"1422","5080","2012-06-01 04:03:38 PST"
"1423","9295","2012-06-01 04:03:38 PST"
"1424","6977","2012-06-01 04:03:38 PST"
"1425","7471","2012-06-01 04:03:38 PST"
"1426","11925","2012-06-01 04:03:38 PST"
"1427","4508","2012-06-01 04:03:38 PST"
"1428","2644","2012-06-01 04:03:38 PST"
"1429","2752","2012-06-01 04:03:38 PST"
"1430","11280","2012-06-01 04:03:38 PST"
"1431","1265","2012-06-01 04:03:38 PST"
"1432","7190","2012-06-01 04:03:38 PST"
"1433","14289","2012-06-01 04:03:38 PST"
"1434","6082","2012-06-01 04:03:38 PST"
"1435","2181","2012-06-01 04:03:38 PST"
"1436","9943","2012-06-01 04:03:38 PST"
"1437","4693","2012-06-01 04:03:38 PST"
"1438","6884","2012-06-01 04:03:38 PST"
"1439","11276","2012-06-01 04:03:38 PST"
"1440","9087","2012-06-01 04:03:38 PST"
"1441","15006","2012-06-01 04:03:38 PST"
"1442","3380","2012-06-01 04:03:38 PST"
"1443","3428","2012-06-01 04:03:38 PST"
"1444","4237","2012-06-01 04:03:38 PST"
"1445","9746","2012-06-01 04:03:38 PST"
"1446","7773","2012-06-01 04:03:38 PST"
"1447","8016","2012-06-01 04:03:38 PST"
"1448","14734","2012-06-01 04:03:38 PST"
"1449","11960","2012-06-01 04:03:38 PST"
"1450","11692","2012-06-01 04:03:38 PST"
"1451","10129","2012-06-01 04:03:38 PST"
"1452","10612","2012-06-01 04:03:38 PST"
"1453","3653","2012-06-01 04:03:38 PST"
"1454","5584","2012-06-01 04:03:38 PST"
"1455","1805","2012-06-01 04:03:38 PST"
"1456","8985","2012-06-01 04:03:38 PST"
"1457","11806","2012-06-01 04:03:38 PST"
"1458","3533","2012-06-01 04:03:38 PST"
"1459","15350","2012-06-01 04:03:38 PST"
"1460","2536","2012-06-01 04:03:38 PST"
"1461","6361","2012-06-01 04:03:38 PST"
"1462","6621","2012-06-01 04:03:38 PST"
"1463","4083","2012-06-01 04:03:38 PST"
"1464","7984","2012-06-01 04:03:38 PST"
"1465","5776","2012-06-01 04:03:38 PST"
"1466","5999","2012-06-01 04:03:38 PST"
"1467","6326","2012-06-01 04:03:38 PST"
"1468","10597","2012-06-01 04:03:38 PST"
"1469","3793","2012-06-01 04:03:38 PST"
"1470","12510","2012-06-01 04:03:38 PST"
"1471","3917","2012-06-01 04:03:38 PST"
"1472","4485","2012-06-01 04:03:38 PST"
"1473","12973","2012-06-01 04:03:38 PST"
"1474","10131","2012-06-01 04:03:38 PST"
"1475","8203","2012-06-01 04:03:38 PST"
"1476","13858","2012-06-01 04:03:38 PST"
"1477","13719","2012-06-01 04:03:38 PST"
"1478","5439","2012-06-01 04:03:38 PST"
"1479","7243","2012-06-01 04:03:38 PST"
"1480","6477","2012-06-01 04:03:38 PST"
"1481","6431","2012-06-01 04:03:38 PST"
"1482","7853","2012-06-01 04:03:38 PST"
"1483","3237","2012-06-01 04:03:38 PST"
"1484","5930","2012-06-01 04:03:38 PST"
"1485","7568","2012-06-01 04:03:38 PST"
"1486","11228","2012-06-01 04:03:38 PST"
"1487","10869","2012-06-01 04:03:38 PST"
"1488","2273","2012-06-01 04:03:38 PST"
"1489","14902","2012-06-01 04:03:38 PST"
"1490","3772","2012-06-01 04:03:38 PST"
"1491","2338","2012-06-01 04:03:38 PST"
"1492","9471","2012-06-01 04:03:38 PST"
"1493","12067","2012-06-01 04:03:38 PST"
"1494","2579","2012-06-01 04:03:38 PST"
"1495","11739","2012-06-01 04:03:38 PST"
"1496","9531","2012-06-01 04:03:38 PST"
"1497","13328","2012-06-01 04:03:38 PST"
"1498","1578","2012-06-01 04:03:38 PST"
"1499","6905","2012-06-01 04:03:38 PST"
"1500","14210","2012-06-01 04:03:38 PST"
"1501","7637","2012-06-01 04:03:38 PST"
"1502","8699","2012-06-01 04:03:38 PST"
"1503","6340","2012-06-01 04:03:38 PST"
"1504","4068","2012-06-01 04:03:38 PST"
"1505","4995","2012-06-01 04:03:38 PST"
"1506","2578","2012-06-01 04:03:38 PST"
"1507","7841","2012-06-01 04:03:38 PST"
"1508","3341","2012-06-01 04:03:38 PST"
"1509","15236","2012-06-01 04:03:38 PST"
"1510","3523","2012-06-01 04:03:38 PST"
"1511","14873","2012-06-01 04:03:38 PST"
"1512","8750","2012-06-01 04:03:38 PST"
"1513","10508","2012-06-01 04:03:38 PST"
"1514","2364","2012-06-01 04:03:38 PST"
"1515","14581","2012-06-01 04:03:38 PST"
"1516","3887","2012-06-01 04:03:38 PST"
"1517","8696","2012-06-01 04:03:38 PST"
"1518","5998","2012-06-01 04:03:38 PST"
"1519","4214","2012-06-01 04:03:38 PST"
"1520","9271","2012-06-01 04:03:38 PST"
"1521","6044","2012-06-01 04:03:38 PST"
"1522","4861","2012-06-01 04:03:38 PST"
"1523","2307","2012-06-01 04:03:38 PST"
"1524","6099","2012-06-01 04:03:38 PST"
"1525","9677","2012-06-01 04:03:38 PST"
"1526","13560","2012-06-01 04:03:38 PST"
"1527","5103","2012-06-01 04:03:38 PST"
"1528","7079","2012-06-01 04:03:38 PST"
"1529","11073","2012-06-01 04:03:38 PST"
"1530","8513","2012-06-01 04:03:38 PST"
"1531","10499","2012-06-01 04:03:38 PST"
"1532","4915","2012-06-01 04:03:38 PST"
"1533","13977","2012-06-01 04:03:38 PST"
"1534","11537","2012-06-01 04:03:38 PST"
"1535","9764","2012-06-01 04:03:38 PST"
"1536","4416","2012-06-01 04:03:38 PST"
"1537","13119","2012-06-01 04:03:38 PST"
"1538","3124","2012-06-01 04:03:38 PST"
"1539","1723","2012-06-01 04:03:38 PST"
"1540","1738","2012-06-01 04:03:38 PST"
"1541","1645","2012-06-01 04:03:38 PST"
"1542","11763","2012-06-01 04:03:38 PST"
"1543","5735","2012-06-01 04:03:38 PST"
"1544","8231","2012-06-01 04:03:38 PST"
"1545","14022","2012-06-01 04:03:38 PST"
"1546","1113","2012-06-01 04:03:38 PST"
"1547","15239","2012-06-01 04:03:38 PST"
"1548","12459","2012-06-01 04:03:38 PST"
"1549","11301","2012-06-01 04:03:38 PST"
"1550","12744","2012-06-01 04:03:38 PST"
"1551","3274","2012-06-01 04:03:38 PST"
"1552","5242","2012-06-01 04:03:38 PST"
"1553","1857","2012-06-01 04:03:38 PST"
"1554","13543","2012-06-01 04:03:38 PST"
"1555","8018","2012-06-01 04:03:38 PST"
"1556","14401","2012-06-01 04:03:38 PST"
"1557","8275","2012-06-01 04:03:38 PST"
"1558","13869","2012-06-01 04:03:38 PST"
"1559","11289","2012-06-01 04:03:38 PST"
"1560","10294","2012-06-01 04:03:38 PST"
"1561","7841","2012-06-01 04:03:38 PST"
"1562","11673","2012-06-01 04:03:38 PST"
"1563","11884","2012-06-01 04:03:38 PST"
"1564","13896","2012-06-01 04:03:38 PST"
"1565","15308","2012-06-01 04:03:38 PST"
"1566","13482","2012-06-01 04:03:38 PST"
"1567","13148","2012-06-01 04:03:38 PST"
"1568","10368","2012-06-01 04:03:38 PST"
"1569","4167","2012-06-01 04:03:38 PST"
"1570","7448","2012-06-01 04:03:38 PST"
"1571","13576","2012-06-01 04:03:38 PST"
"1572","8632","2012-06-01 04:03:38 PST"
"1573","5116","2012-06-01 04:03:38 PST"
"1574","5103","2012-06-01 04:03:38 PST"
"1575","3032","2012-06-01 04:03:38 PST"
"1576","2938","2012-06-01 04:03:38 PST"
"1577","13995","2012-06-01 04:03:38 PST"
"1578","14684","2012-06-01 04:03:38 PST"
"1579","6556","2012-06-01 04:03:38 PST"
"1580","5776","2012-06-01 04:03:38 PST"
